componet_no,group_id,length,width,material_no,material_width,materail_length
225A8830-060-008,576,389,376,110000000631,1320,4000
225A8830-070-006,577,302,288,110000000631,1320,4000
225A8830-070-008,577,403,389,110000000631,1320,4000
225A8830-080-006,578,288,233,110000000631,1320,4000
225A8830-080-008,578,389,334,110000000631,1320,4000
225A8830-090-006,579,307,275,110000000631,1320,4000
225A8830-090-008,579,408,376,110000000631,1320,4000
225A8830-110-006,580,307,275,110000000631,1320,4000
225A8830-110-008,580,408,376,110000000631,1320,4000
225A8830-120-006,581,298,134,110000000631,1320,4000
225A8830-120-008,581,399,235,110000000631,1320,4000
225A8830-130-006,582,307,275,110000000631,1320,4000
225A8830-130-008,582,408,376,110000000631,1320,4000
225A8830-140-006,583,307,275,110000000631,1320,4000
225A8830-140-008,583,408,376,110000000631,1320,4000
225A8830-150-006,584,301,176,110000000631,1320,4000
225A8830-150-008,584,402,277,110000000631,1320,4000
225A8830-160-006,585,301,205,110000000631,1320,4000
225A8830-160-008,585,402,306,110000000631,1320,4000
225A8830-170-006,586,308,233,110000000631,1320,4000
225A8830-170-008,586,409,334,110000000631,1320,4000
225A8830-180-006,587,238,220,110000000631,1320,4000
225A8830-180-008,587,339,321,110000000631,1320,4000
225A8830-190-006,588,238,169,110000000631,1320,4000
225A8830-190-008,588,339,270,110000000631,1320,4000
225A8830-210-006,589,233,220,110000000631,1320,4000
225A8830-210-008,589,334,321,110000000631,1320,4000
225A8830-220-006,590,233,167,110000000631,1320,4000
225A8830-220-008,590,334,268,110000000631,1320,4000
225A8830-230-006,591,245,213,110000000631,1320,4000
225A8830-230-008,591,346,314,110000000631,1320,4000
225A8830-240-006,592,245,202,110000000631,1320,4000
225A8830-240-008,592,346,303,110000000631,1320,4000
225A8830-250-006,593,245,202,110000000631,1320,4000
225A8830-250-008,593,346,303,110000000631,1320,4000
225A8830-260-006,594,245,235,110000000631,1320,4000
225A8830-260-008,594,346,336,110000000631,1320,4000
225A8840-010-009,595,285,185,110000000631,1320,4000
225A8840-010-011,595,386,286,110000000631,1320,4000
225A8840-020-009,596,285,160,110000000631,1320,4000
225A8840-020-011,596,386,261,110000000631,1320,4000
225A8840-030-009-0,597,285,195,110000000631,1320,4000
225A8840-030-009-1,597,285,195,110000000631,1320,4000
225A8840-030-011-0,597,386,296,110000000631,1320,4000
225A8840-030-011-1,597,386,296,110000000631,1320,4000
225A8840-040-009,598,555,285,110000000631,1320,4000
225A8840-040-011,598,656,386,110000000631,1320,4000
225A8840-050-009-0,599,300,262,110000000631,1320,4000
225A8840-050-009-1,599,300,262,110000000631,1320,4000
225A8840-050-011-0,599,401,363,110000000631,1320,4000
225A8840-050-011-1,599,401,363,110000000631,1320,4000
225A8840-060-009-0,600,300,193,110000000631,1320,4000
225A8840-060-009-1,600,300,193,110000000631,1320,4000
225A8840-060-011-0,600,401,294,110000000631,1320,4000
225A8840-060-011-1,600,401,294,110000000631,1320,4000
225A8840-070-009,601,770,300,110000000631,1320,4000
225A8840-070-011,601,871,401,110000000631,1320,4000
225A8840-080-009-0,602,1385,300,110000000631,1320,4000
225A8840-080-009-1,602,1385,300,110000000631,1320,4000
225A8840-080-011-0,602,1486,401,110000000631,1320,4000
225A8840-080-011-1,602,1486,401,110000000631,1320,4000
225A8840-090-009-0,603,490,300,110000000631,1320,4000
225A8840-090-009-1,603,490,300,110000000631,1320,4000
225A8840-090-011-0,603,591,401,110000000631,1320,4000
225A8840-090-011-1,603,591,401,110000000631,1320,4000
225A8840-100-009-0,604,300,285,110000000631,1320,4000
225A8840-100-009-1,604,300,285,110000000631,1320,4000
225A8840-100-011-0,604,401,386,110000000631,1320,4000
225A8840-100-011-1,604,401,386,110000000631,1320,4000
225A8840-110-009,605,275,190,110000000631,1320,4000
225A8840-110-011,605,376,291,110000000631,1320,4000
225A8840-120-009,606,375,275,110000000631,1320,4000
225A8840-120-011,606,476,376,110000000631,1320,4000
225A8840-130-009,607,555,275,110000000631,1320,4000
225A8840-130-011,607,656,376,110000000631,1320,4000
225A8840-140-009,608,340,275,110000000631,1320,4000
225A8840-140-011,608,441,376,110000000631,1320,4000
225A8840-150-009,609,285,160,110000000631,1320,4000
225A8840-150-011,609,386,261,110000000631,1320,4000
225A8840-160-009,610,275,220,110000000631,1320,4000
225A8840-160-011,610,376,321,110000000631,1320,4000
225A8840-170-009,611,285,185,110000000631,1320,4000
225A8840-170-011,611,386,286,110000000631,1320,4000
225A8850-010-009,612,485,255,110000000331,1320,4000
225A8850-010-011,612,586,356,110000000331,1320,4000
225A8850-010-010,612,275,180,110000000331,1320,4000
225A8850-010-012,612,376,281,110000000331,1320,4000
225A8850-020-009,613,300,240,110000000331,1320,4000
225A8850-020-011,613,401,341,110000000331,1320,4000
225A8850-020-010,613,300,240,110000000331,1320,4000
225A8850-020-012,613,401,341,110000000331,1320,4000
225A8850-030-009-0,614,315,305,110000000331,1320,4000
225A8850-030-009-1,614,315,305,110000000331,1320,4000
225A8850-030-011-0,614,416,406,110000000331,1320,4000
225A8850-030-011-1,614,416,406,110000000331,1320,4000
225A8850-040-009-0,615,445,285,110000000331,1320,4000
225A8850-040-009-1,615,445,285,110000000331,1320,4000
225A8850-040-011-0,615,546,386,110000000331,1320,4000
225A8850-040-011-1,615,546,386,110000000331,1320,4000
225A8850-050-009-0,616,305,285,110000000331,1320,4000
225A8850-050-009-1,616,305,285,110000000331,1320,4000
225A8850-050-011-0,616,406,386,110000000331,1320,4000
225A8850-050-011-1,616,406,386,110000000331,1320,4000
225A8850-060-009-0,617,285,195,110000000331,1320,4000
225A8850-060-009-1,617,285,195,110000000331,1320,4000
225A8850-060-011-0,617,386,296,110000000331,1320,4000
225A8850-060-011-1,617,386,296,110000000331,1320,4000
225A8850-070-009-0,618,285,185,110000000331,1320,4000
225A8850-070-009-1,618,285,185,110000000331,1320,4000
225A8850-070-011-0,618,386,286,110000000331,1320,4000
225A8850-070-011-1,618,386,286,110000000331,1320,4000
225A8850-080-009-0,619,375,275,110000000331,1320,4000
225A8850-080-009-1,619,375,275,110000000331,1320,4000
225A8850-080-011-0,619,476,376,110000000331,1320,4000
225A8850-080-011-1,619,476,376,110000000331,1320,4000
225A8850-090-009,620,275,180,110000000331,1320,4000
225A8850-090-011,620,376,281,110000000331,1320,4000
225A8850-090-010,620,485,255,110000000331,1320,4000
225A8850-090-012,620,586,356,110000000331,1320,4000
225A8850-140-009,621,445,245,110000000331,1320,4000
225A8850-140-011,621,546,346,110000000331,1320,4000
225A8850-150-009-0,622,295,245,110000000331,1320,4000
225A8850-150-009-1,622,295,245,110000000331,1320,4000
225A8850-150-011-0,622,396,346,110000000331,1320,4000
225A8850-150-011-1,622,396,346,110000000331,1320,4000
225A8900-010-009,623,695,695,110000000331,1320,4000
225A8900-010-011,623,847,847,110000000331,1320,4000
225A8900-020-009-0,624,815,795,110000000331,1320,4000
225A8900-020-009-1,624,815,795,110000000331,1320,4000
225A8900-020-011-0,624,967,947,110000000331,1320,4000
225A8900-020-011-1,624,967,947,110000000331,1320,4000
225A8900-030-009,625,645,615,110000000331,1320,4000
225A8900-030-011,625,797,767,110000000331,1320,4000
225A8900-040-009,626,705,625,110000000331,1320,4000
225A8900-040-011,626,857,777,110000000331,1320,4000
225A8900-050-009,627,705,625,110000000331,1320,4000
225A8900-050-011,627,857,777,110000000331,1320,4000
225A8900-060-009-0,628,1435,965,110000000331,1320,4000
225A8900-060-009-1,628,1435,965,110000000331,1320,4000
225A8900-060-011-0,628,1587,1117,110000000331,1320,4000
225A8900-060-011-1,628,1587,1117,110000000331,1320,4000
225A8900-070-009,629,725,695,110000000331,1320,4000
225A8900-070-011,629,877,847,110000000331,1320,4000
225A8900-080-009,630,945,465,110000000331,1320,4000
225A8900-080-011,630,1097,617,110000000331,1320,4000
225A8900-090-009,631,1125,695,110000000331,1320,4000
225A8900-090-011,631,1277,847,110000000331,1320,4000
225A8900-110-009,632,1415,625,110000000331,1320,4000
225A8900-110-011,632,1567,777,110000000331,1320,4000
225A8900-120-009,633,855,805,110000000331,1320,4000
225A8900-120-011,633,1007,957,110000000331,1320,4000
225A8900-130-009,634,795,705,110000000331,1320,4000
225A8900-130-011,634,947,857,110000000331,1320,4000
225A8900-140-009,635,1165,545,110000000331,1320,4000
225A8900-140-011,635,1317,697,110000000331,1320,4000
225A8900-150-009,636,825,425,110000000331,1320,4000
225A8900-150-011,636,977,577,110000000331,1320,4000
225A8900-310-005,637,915,795,110000000631,1320,4000
225A8900-310-007,637,1067,947,110000000631,1320,4000
225A8900-320-005-0,638,845,845,110000000631,1320,4000
225A8900-320-005-1,638,845,845,110000000631,1320,4000
225A8900-320-007-0,638,997,997,110000000631,1320,4000
225A8900-320-007-1,638,997,997,110000000631,1320,4000
225A8900-330-005-0,639,1455,995,110000000631,1320,4000
225A8900-330-005-1,639,1455,995,110000000631,1320,4000
225A8900-330-007-0,639,1607,1147,110000000631,1320,4000
225A8900-330-007-1,639,1607,1147,110000000631,1320,4000
225A8900-340-005,640,645,455,110000000631,1320,4000
225A8900-340-007,640,797,607,110000000631,1320,4000
225A8900-350-005,641,645,455,110000000631,1320,4000
225A8900-350-007,641,797,607,110000000631,1320,4000
225A8900-360-005,642,605,395,110000000631,1320,4000
225A8900-360-007,642,757,547,110000000631,1320,4000
225A8900-370-005,643,605,395,110000000631,1320,4000
225A8900-370-007,643,757,547,110000000631,1320,4000
225A8900-380-005,644,645,545,110000000631,1320,4000
225A8900-380-007,644,797,697,110000000631,1320,4000
225A8900-380-006,644,645,545,110000000631,1320,4000
225A8900-380-008,644,797,697,110000000631,1320,4000
225A8900-410-007-0,645,1375,315,110000000331,1320,4000
225A8900-410-007-1,645,1375,315,110000000331,1320,4000
225A8900-410-007-2,645,1375,315,110000000331,1320,4000
225A8900-410-007-3,645,1375,315,110000000331,1320,4000
225A8900-410-011-0,645,1470,410,110000000331,1320,4000
225A8900-410-011-1,645,1470,410,110000000331,1320,4000
225A8900-410-011-2,645,1470,410,110000000331,1320,4000
225A8900-410-011-3,645,1470,410,110000000331,1320,4000
225A8900-430-009-0,646,1476,416,110000000631,1320,4000
225A8900-430-009-1,646,1476,416,110000000631,1320,4000
225A8900-430-009-2,646,1476,416,110000000631,1320,4000
225A8900-430-009-3,646,1476,416,110000000631,1320,4000
225A8900-430-005-0,646,1375,315,110000000631,1320,4000
225A8900-430-005-1,646,1375,315,110000000631,1320,4000
225A8900-430-005-2,646,1375,315,110000000631,1320,4000
225A8900-430-005-3,646,1375,315,110000000631,1320,4000
