componet_no,group_id,length,width,material_no,material_width,materail_length
225A8410-350-003-2,262,359,259,110000000631,1320,4000
225A8410-350-003-3,262,359,259,110000000631,1320,4000
225A8410-360-003-0,263,3220,222,110000000631,1320,4000
225A8410-360-003-1,263,3220,222,110000000631,1320,4000
225A8410-370-003-0,264,359,231,110000000631,1320,4000
225A8410-370-003-1,264,359,231,110000000631,1320,4000
225A8410-380-003,265,3600,222,110000000631,1320,4000
225A8410-430-003-0,266,870,197,110000000331,1320,4000
225A8410-430-003-1,266,870,197,110000000331,1320,4000
225A8410-430-003-2,266,870,197,110000000331,1320,4000
225A8410-430-003-3,266,870,197,110000000331,1320,4000
225A8410-430-003-4,266,870,197,110000000331,1320,4000
225A8410-430-003-5,266,870,197,110000000331,1320,4000
225A8410-430-011-0,266,965,292,110000000331,1320,4000
225A8410-430-011-1,266,965,292,110000000331,1320,4000
225A8410-430-011-2,266,965,292,110000000331,1320,4000
225A8410-430-011-3,266,965,292,110000000331,1320,4000
225A8410-430-011-4,266,965,292,110000000331,1320,4000
225A8410-430-011-5,266,965,292,110000000331,1320,4000
225A8410-510-003-0,267,1550,222,110000000631,1320,4000
225A8410-510-003-1,267,1550,222,110000000631,1320,4000
225A8410-520-003-0,268,429,224,110000000631,1320,4000
225A8410-520-003-1,268,429,224,110000000631,1320,4000
225A8410-530-003-0,269,429,214,110000000631,1320,4000
225A8410-530-003-1,269,429,214,110000000631,1320,4000
225A8410-530-003-2,269,429,214,110000000631,1320,4000
225A8410-530-003-3,269,429,214,110000000631,1320,4000
225A8410-540-003-0,270,442,227,110000000331,1320,4000
225A8410-540-003-1,270,442,227,110000000331,1320,4000
225A8410-540-003-2,270,442,227,110000000331,1320,4000
225A8410-540-003-3,270,442,227,110000000331,1320,4000
225A8410-540-003-4,270,442,227,110000000331,1320,4000
225A8410-540-003-5,270,442,227,110000000331,1320,4000
225A8410-550-003-0,271,389,224,110000000631,1320,4000
225A8410-550-003-1,271,389,224,110000000631,1320,4000
225A8410-560-003-0,272,389,214,110000000631,1320,4000
225A8410-560-003-1,272,389,214,110000000631,1320,4000
225A8410-560-003-2,272,389,214,110000000631,1320,4000
225A8410-560-003-3,272,389,214,110000000631,1320,4000
225A8410-570-003-0,273,402,227,110000000331,1320,4000
225A8410-570-003-1,273,402,227,110000000331,1320,4000
225A8410-570-003-2,273,402,227,110000000331,1320,4000
225A8410-570-003-3,273,402,227,110000000331,1320,4000
225A8410-570-003-4,273,402,227,110000000331,1320,4000
225A8410-570-003-5,273,402,227,110000000331,1320,4000
225A8410-580-005,274,3651,746,110000000631,1320,4000
225A8410-590-005,275,3361,609,110000000631,1320,4000
225A8410-650-003,276,892,687,110000000331,1320,4000
225A8410-650-004,276,892,687,110000000331,1320,4000
225A8410-660-003-0,277,892,687,110000000331,1320,4000
225A8410-660-003-1,277,892,687,110000000331,1320,4000
225A8410-670-003,278,892,687,110000000331,1320,4000
225A8410-680-003,279,577,324,110000000331,1320,4000
225A8410-690-003,280,775,393,110000000331,1320,4000
225A8410-710-003,281,775,501,110000000331,1320,4000
225A8410-720-003,282,848,292,110000000331,1320,4000
225A8410-720-011,282,753,197,110000000331,1320,4000
225A8420-130-003-0,283,870,197,110000000331,1320,4000
225A8420-130-003-1,283,870,197,110000000331,1320,4000
225A8420-130-011-0,283,965,292,110000000331,1320,4000
225A8420-130-011-1,283,965,292,110000000331,1320,4000
225A8420-270-003,284,1134,214,110000000631,1320,4000
225A8420-370-003,285,892,687,110000000331,1320,4000
225A8420-370-004,285,892,687,110000000331,1320,4000
225A8420-380-003-0,286,892,529,110000000331,1320,4000
225A8420-380-003-1,286,892,529,110000000331,1320,4000
225A8420-390-003,287,892,687,110000000331,1320,4000
225A8420-390-004,287,892,687,110000000331,1320,4000
225A8430-010-005-0,288,865,535,110000000631,1320,4000
225A8430-010-005-1,288,865,535,110000000631,1320,4000
225A8430-010-007-0,288,966,636,110000000631,1320,4000
225A8430-010-007-1,288,966,636,110000000631,1320,4000
225A8430-020-005-0,289,685,555,110000000631,1320,4000
225A8430-020-005-1,289,685,555,110000000631,1320,4000
225A8430-020-005-2,289,685,555,110000000631,1320,4000
225A8430-020-005-3,289,685,555,110000000631,1320,4000
225A8430-020-005-4,289,685,555,110000000631,1320,4000
225A8430-020-005-5,289,685,555,110000000631,1320,4000
225A8430-020-007-0,289,786,656,110000000631,1320,4000
225A8430-020-007-1,289,786,656,110000000631,1320,4000
225A8430-020-007-2,289,786,656,110000000631,1320,4000
225A8430-020-007-3,289,786,656,110000000631,1320,4000
225A8430-020-007-4,289,786,656,110000000631,1320,4000
225A8430-020-007-5,289,786,656,110000000631,1320,4000
225A8430-030-005,290,1703,501,110000000631,1320,4000
225A8430-030-007,290,1804,602,110000000631,1320,4000
225A8430-040-005,291,1675,401,110000000631,1320,4000
225A8430-040-007,291,1776,502,110000000631,1320,4000
225A8440-010-005-0,292,580,304,110000000631,1320,4000
225A8440-010-005-1,292,580,304,110000000631,1320,4000
225A8440-010-005-2,292,580,304,110000000631,1320,4000
225A8440-010-005-3,292,580,304,110000000631,1320,4000
225A8440-010-005-4,292,580,304,110000000631,1320,4000
225A8440-010-005-5,292,580,304,110000000631,1320,4000
225A8440-010-005-6,292,580,304,110000000631,1320,4000
225A8440-010-005-7,292,580,304,110000000631,1320,4000
225A8440-010-005-8,292,580,304,110000000631,1320,4000
225A8440-010-005-9,292,580,304,110000000631,1320,4000
225A8440-010-005-10,292,580,304,110000000631,1320,4000
225A8440-010-005-11,292,580,304,110000000631,1320,4000
225A8440-010-005-12,292,580,304,110000000631,1320,4000
225A8440-010-005-13,292,580,304,110000000631,1320,4000
225A8440-010-005-14,292,580,304,110000000631,1320,4000
225A8440-010-005-15,292,580,304,110000000631,1320,4000
225A8440-010-005-16,292,580,304,110000000631,1320,4000
225A8440-010-005-17,292,580,304,110000000631,1320,4000
225A8440-010-005-18,292,580,304,110000000631,1320,4000
225A8440-020-005-0,293,580,254,110000000631,1320,4000
225A8440-020-005-1,293,580,254,110000000631,1320,4000
225A8440-020-005-2,293,580,254,110000000631,1320,4000
225A8440-020-005-3,293,580,254,110000000631,1320,4000
225A8440-020-005-4,293,580,254,110000000631,1320,4000
225A8440-020-005-5,293,580,254,110000000631,1320,4000
225A8440-020-005-6,293,580,254,110000000631,1320,4000
225A8440-020-005-7,293,580,254,110000000631,1320,4000
225A8440-020-005-8,293,580,254,110000000631,1320,4000
225A8440-020-005-9,293,580,254,110000000631,1320,4000
225A8440-020-005-10,293,580,254,110000000631,1320,4000
225A8440-020-005-11,293,580,254,110000000631,1320,4000
225A8440-030-005-0,294,580,285,110000000631,1320,4000
225A8440-030-005-1,294,580,285,110000000631,1320,4000
225A8440-030-005-2,294,580,285,110000000631,1320,4000
225A8440-030-005-3,294,580,285,110000000631,1320,4000
225A8440-030-005-4,294,580,285,110000000631,1320,4000
225A8440-030-005-5,294,580,285,110000000631,1320,4000
225A8440-030-005-6,294,580,285,110000000631,1320,4000
225A8440-030-005-7,294,580,285,110000000631,1320,4000
225A8440-030-005-8,294,580,285,110000000631,1320,4000
225A8440-030-005-9,294,580,285,110000000631,1320,4000
225A8440-030-005-10,294,580,285,110000000631,1320,4000
225A8440-030-005-11,294,580,285,110000000631,1320,4000
225A8440-030-005-12,294,580,285,110000000631,1320,4000
225A8440-030-005-13,294,580,285,110000000631,1320,4000
225A8440-030-005-14,294,580,285,110000000631,1320,4000
225A8440-030-005-15,294,580,285,110000000631,1320,4000
225A8450-010-003,295,1040,784,110000000631,1320,4000
225A8450-020-003,296,1610,990,110000000631,1320,4000
225A8450-030-003,297,1000,780,110000000631,1320,4000
225A8450-040-003,298,1087,958,110000000631,1320,4000
225A8450-050-003,299,1380,1190,110000000631,1320,4000
225A8450-060-003,300,1190,1145,110000000631,1320,4000
225A8450-070-003,301,1190,340,110000000631,1320,4000
225A8450-080-003-0,302,1590,1045,110000000631,1320,4000
225A8450-080-003-1,302,1590,1045,110000000631,1320,4000
225A8510-010-005,303,1325,390,110000000631,1320,4000
225A8510-010-007,303,1426,491,110000000631,1320,4000
225A8510-010-006,303,1325,390,110000000631,1320,4000
225A8510-010-008,303,1426,491,110000000631,1320,4000
225A8510-020-005-0,304,976,586,110000000631,1320,4000
225A8510-020-005-1,304,976,586,110000000631,1320,4000
225A8510-020-007-0,304,875,485,110000000631,1320,4000
225A8510-020-007-1,304,875,485,110000000631,1320,4000
225A8510-030-005,305,605,345,110000000631,1320,4000
225A8510-030-007,305,706,446,110000000631,1320,4000
225A8510-030-006,305,605,345,110000000631,1320,4000
225A8510-030-008,305,706,446,110000000631,1320,4000
225A8510-040-005,306,435,385,110000000631,1320,4000
225A8510-040-007,306,536,486,110000000631,1320,4000
225A8510-040-006,306,435,385,110000000631,1320,4000
225A8510-040-008,306,536,486,110000000631,1320,4000
225A8510-050-005-0,307,880,505,110000000631,1320,4000
225A8510-050-005-1,307,880,505,110000000631,1320,4000
225A8510-050-007-0,307,981,606,110000000631,1320,4000
225A8510-050-007-1,307,981,606,110000000631,1320,4000
225A8510-060-005,308,970,510,110000000631,1320,4000
225A8510-060-007,308,1071,611,110000000631,1320,4000
225A8510-060-006,308,970,510,110000000631,1320,4000
225A8510-060-008,308,1071,611,110000000631,1320,4000
225A8510-070-005-0,309,915,405,110000000631,1320,4000
225A8510-070-005-1,309,915,405,110000000631,1320,4000
225A8510-070-007-0,309,1016,506,110000000631,1320,4000
225A8510-070-007-1,309,1016,506,110000000631,1320,4000
225A8510-080-005,310,915,405,110000000631,1320,4000
225A8510-080-007,310,1016,506,110000000631,1320,4000
225A8510-090-005-0,311,904,314,110000000631,1320,4000
225A8510-090-005-1,311,904,314,110000000631,1320,4000
225A8510-110-005-0,312,585,495,110000000631,1320,4000
225A8510-110-005-1,312,585,495,110000000631,1320,4000
225A8510-110-007-0,312,686,596,110000000631,1320,4000
225A8510-110-007-1,312,686,596,110000000631,1320,4000
225A8510-120-005,313,385,295,110000000631,1320,4000
225A8510-120-007,313,486,396,110000000631,1320,4000
225A8510-130-005,314,585,385,110000000631,1320,4000
225A8510-130-007,314,686,486,110000000631,1320,4000
225A8510-140-005,315,884,304,110000000631,1320,4000
225A8510-140-006,315,884,284,110000000631,1320,4000
225A8510-150-005,316,519,324,110000000631,1320,4000
225A8510-150-006,316,519,324,110000000631,1320,4000
225A8510-160-005,317,434,259,110000000631,1320,4000
225A8510-160-006,317,434,259,110000000631,1320,4000
225A8510-170-005,318,889,404,110000000631,1320,4000
225A8510-170-006,318,889,404,110000000631,1320,4000
225A8510-180-005,319,889,319,110000000631,1320,4000
225A8510-180-006,319,889,319,110000000631,1320,4000
225A8510-190-005,320,415,340,110000000631,1320,4000
225A8510-190-007,320,516,441,110000000631,1320,4000
225A8510-190-006,320,415,340,110000000631,1320,4000
225A8510-190-008,320,516,441,110000000631,1320,4000
225A8510-210-005-0,321,485,385,110000000631,1320,4000
225A8510-210-005-1,321,485,385,110000000631,1320,4000
225A8510-210-007-0,321,586,486,110000000631,1320,4000
225A8510-210-007-1,321,586,486,110000000631,1320,4000
225A8510-220-005-0,322,495,395,110000000631,1320,4000
225A8510-220-005-1,322,495,395,110000000631,1320,4000
225A8510-220-007-0,322,596,496,110000000631,1320,4000
225A8510-220-007-1,322,596,496,110000000631,1320,4000
225A8510-230-005-0,323,545,505,110000000631,1320,4000
225A8510-230-005-1,323,545,505,110000000631,1320,4000
225A8510-230-007-0,323,646,606,110000000631,1320,4000
225A8510-230-007-1,323,646,606,110000000631,1320,4000
225A8510-240-005,324,394,304,110000000631,1320,4000
225A8510-240-006,324,394,304,110000000631,1320,4000
225A8510-250-005,325,854,404,110000000631,1320,4000
225A8510-250-006,325,854,404,110000000631,1320,4000
225A8510-260-005,326,404,310,110000000631,1320,4000
225A8510-260-006,326,404,310,110000000631,1320,4000
225A8510-270-005-0,327,394,314,110000000631,1320,4000
225A8510-270-005-1,327,394,314,110000000631,1320,4000
225A8520-010-009,328,1595,385,110000000331,1320,4000
225A8520-010-011,328,1696,486,110000000331,1320,4000
225A8520-020-009,329,1305,1005,110000000331,1320,4000
225A8520-020-011,329,1406,1106,110000000331,1320,4000
225A8520-030-009,330,895,445,110000000331,1320,4000
225A8520-030-011,330,996,546,110000000331,1320,4000
225A8520-040-009,331,895,285,110000000331,1320,4000
225A8520-040-011,331,996,386,110000000331,1320,4000
225A8520-050-009,332,875,630,110000000331,1320,4000
225A8520-050-011,332,976,731,110000000331,1320,4000
225A8520-060-009,333,1015,405,110000000331,1320,4000
225A8520-060-011,333,1116,506,110000000331,1320,4000
225A8520-070-009,334,905,405,110000000331,1320,4000
225A8520-070-011,334,1006,506,110000000331,1320,4000
225A8520-080-009,335,785,405,110000000331,1320,4000
225A8520-080-011,335,886,506,110000000331,1320,4000
225A8520-090-009,336,785,405,110000000331,1320,4000
225A8520-090-011,336,886,506,110000000331,1320,4000
225A8520-140-007,337,897,187,110000000331,1320,4000
225A8520-150-007,338,787,187,110000000331,1320,4000
225A8520-160-007,339,637,187,110000000331,1320,4000
225A8520-170-007,340,637,187,110000000331,1320,4000
225A8530-010-007,341,967,445,110000000331,1320,4000
225A8530-010-009,341,1094,572,110000000331,1320,4000
225A8530-010-008,341,967,445,110000000331,1320,4000
225A8530-010-010,341,1094,572,110000000331,1320,4000
225A8530-020-007-0,342,355,335,110000000331,1320,4000
225A8530-020-007-1,342,355,335,110000000331,1320,4000
225A8530-020-009-0,342,482,462,110000000331,1320,4000
225A8530-020-009-1,342,482,462,110000000331,1320,4000
225A8530-030-007-0,343,365,335,110000000331,1320,4000
225A8530-030-007-1,343,365,335,110000000331,1320,4000
225A8530-030-009-0,343,492,462,110000000331,1320,4000
225A8530-030-009-1,343,492,462,110000000331,1320,4000
225A8530-040-007,344,795,445,110000000331,1320,4000
225A8530-040-009,344,922,572,110000000331,1320,4000
225A8530-050-007,345,1900,550,110000000331,1320,4000
225A8530-050-009,345,2027,677,110000000331,1320,4000
225A8530-050-008,345,1900,550,110000000331,1320,4000
225A8530-050-010,345,2027,677,110000000331,1320,4000
225A8530-060-007,346,915,695,110000000331,1320,4000
225A8530-060-009,346,1042,822,110000000331,1320,4000
225A8530-070-007,347,825,430,110000000331,1320,4000
225A8530-070-009,347,952,557,110000000331,1320,4000
225A8530-080-007,348,1710,570,110000000331,1320,4000
225A8530-080-009,348,1837,697,110000000331,1320,4000
225A8530-080-008,348,1710,570,110000000331,1320,4000
225A8530-080-010,348,1837,697,110000000331,1320,4000
225A8530-090-007-0,349,255,200,110000000331,1320,4000
225A8530-090-007-1,349,255,200,110000000331,1320,4000
225A8530-090-009-0,349,382,327,110000000331,1320,4000
225A8530-090-009-1,349,382,327,110000000331,1320,4000
225A8530-110-007-0,350,377,255,110000000331,1320,4000
225A8530-110-007-1,350,377,255,110000000331,1320,4000
225A8530-110-009-0,350,504,382,110000000331,1320,4000
225A8530-110-009-1,350,504,382,110000000331,1320,4000
225A8530-120-007-0,351,325,255,110000000331,1320,4000
225A8530-120-007-1,351,325,255,110000000331,1320,4000
225A8530-120-009-0,351,452,382,110000000331,1320,4000
225A8530-120-009-1,351,452,382,110000000331,1320,4000
225A8530-130-007,352,970,475,110000000331,1320,4000
225A8530-130-009,352,1097,602,110000000331,1320,4000
225A8530-140-007,353,1285,475,110000000331,1320,4000
225A8530-140-009,353,1412,602,110000000331,1320,4000
225A8530-150-007,354,2035,475,110000000331,1320,4000
225A8530-150-009,354,2162,602,110000000331,1320,4000
225A8530-160-007,355,1095,840,110000000331,1320,4000
225A8530-160-009,355,1222,967,110000000331,1320,4000
225A8530-170-007-0,356,1285,695,110000000331,1320,4000
225A8530-170-007-1,356,1285,695,110000000331,1320,4000
225A8530-170-007-2,356,1285,695,110000000331,1320,4000
225A8530-170-009-0,356,1412,822,110000000331,1320,4000
225A8530-170-009-1,356,1412,822,110000000331,1320,4000
225A8530-170-009-2,356,1412,822,110000000331,1320,4000
225A8530-180-007,357,915,410,110000000331,1320,4000
225A8530-180-009,357,1042,537,110000000331,1320,4000
225A8530-190-007,358,915,471,110000000331,1320,4000
225A8530-190-009,358,1042,598,110000000331,1320,4000
225A8530-200-007-0,359,447,352,110000000331,1320,4000
225A8530-200-007-1,359,447,352,110000000331,1320,4000
225A8530-210-007,360,585,255,110000000331,1320,4000
225A8530-210-009,360,712,382,110000000331,1320,4000
225A8530-220-007,361,1915,695,110000000331,1320,4000
225A8530-220-009,361,2042,822,110000000331,1320,4000
225A8530-230-007,362,735,365,110000000331,1320,4000
225A8530-230-009,362,862,492,110000000331,1320,4000
225A8530-240-007,363,915,365,110000000331,1320,4000
225A8530-240-009,363,1042,492,110000000331,1320,4000
225A8530-250-007,364,1365,645,110000000331,1320,4000
225A8530-250-009,364,1492,772,110000000331,1320,4000
225A8530-260-007,365,1465,465,110000000331,1320,4000
225A8530-260-009,365,1592,592,110000000331,1320,4000
225A8530-270-007,366,735,465,110000000331,1320,4000
225A8530-270-009,366,862,592,110000000331,1320,4000
225A8530-280-007-0,367,527,357,110000000331,1320,4000
225A8530-280-007-1,367,527,357,110000000331,1320,4000
225A8530-290-007,368,3637,272,110000000331,1320,4000
225A8530-300-007-0,369,357,167,110000000331,1320,4000
225A8530-300-007-1,369,357,167,110000000331,1320,4000
225A8530-300-007-2,369,357,167,110000000331,1320,4000
225A8530-300-007-3,369,357,167,110000000331,1320,4000
225A8530-310-007-0,370,627,457,110000000331,1320,4000
225A8530-310-007-1,370,627,457,110000000331,1320,4000
225A8530-320-007-0,371,342,272,110000000331,1320,4000
225A8530-320-007-1,371,342,272,110000000331,1320,4000
225A8530-330-007-0,372,1352,272,110000000331,1320,4000
225A8530-330-007-1,372,1352,272,110000000331,1320,4000
225A8530-340-007,373,1362,272,110000000331,1320,4000
225A8530-350-007,374,1362,272,110000000331,1320,4000
225A8530-360-007,375,389,272,110000000331,1320,4000
225A8530-370-007,376,997,302,110000000331,1320,4000
225A8530-380-007,377,1182,302,110000000331,1320,4000
225A8530-390-007-0,378,607,272,110000000331,1320,4000
225A8530-390-007-1,378,607,272,110000000331,1320,4000
225A8530-400-007-0,379,457,387,110000000331,1320,4000
225A8530-400-007-1,379,457,387,110000000331,1320,4000
225A8530-410-007,380,607,272,110000000331,1320,4000
225A8530-420-007,381,827,307,110000000331,1320,4000
225A8530-430-007,382,1177,277,110000000331,1320,4000
225A8530-440-007,383,1917,277,110000000331,1320,4000
225A8530-450-007,384,1917,277,110000000331,1320,4000
225A8530-460-007,385,1897,277,110000000331,1320,4000
225A8530-470-007,386,277,277,110000000331,1320,4000
225A8530-480-007,387,1267,277,110000000331,1320,4000
225A8530-490-007-0,388,557,277,110000000331,1320,4000
225A8530-490-007-1,388,557,277,110000000331,1320,4000
225A8530-510-007,389,637,277,110000000331,1320,4000
225A8530-520-007-0,390,642,352,110000000331,1320,4000
225A8530-520-007-1,390,642,352,110000000331,1320,4000
225A8530-530-007,391,585,435,110000000331,1320,4000
225A8530-530-009,391,712,562,110000000331,1320,4000
225A8530-540-007,392,585,535,110000000331,1320,4000
225A8530-540-009,392,712,662,110000000331,1320,4000
225A8530-550-007,393,805,535,110000000331,1320,4000
225A8530-550-009,393,932,662,110000000331,1320,4000
225A8530-560-007,394,365,150,110000000331,1320,4000
225A8530-560-009,394,492,277,110000000331,1320,4000
225A8530-570-007,395,1095,150,110000000331,1320,4000
225A8530-570-009,395,1222,277,110000000331,1320,4000
225A8530-580-007,396,255,150,110000000331,1320,4000
225A8530-580-009,396,382,277,110000000331,1320,4000
225A8530-590-007,397,660,365,110000000331,1320,4000
225A8530-590-009,397,787,492,110000000331,1320,4000
225A8530-610-007,398,535,385,110000000331,1320,4000
225A8530-610-009,398,662,512,110000000331,1320,4000
225A8540-010-009,399,255,245,110000000331,1320,4000
225A8540-010-011,399,356,346,110000000331,1320,4000
225A8540-020-009,400,255,215,110000000331,1320,4000
225A8540-020-011,400,356,316,110000000331,1320,4000
225A8540-030-009,401,255,255,110000000331,1320,4000
225A8540-030-011,401,356,356,110000000331,1320,4000
225A8540-040-009,402,255,245,110000000331,1320,4000
225A8540-040-011,402,356,346,110000000331,1320,4000
225A8540-050-009,403,275,245,110000000331,1320,4000
225A8540-050-011,403,376,346,110000000331,1320,4000
225A8540-060-009,404,275,215,110000000331,1320,4000
225A8540-060-011,404,376,316,110000000331,1320,4000
225A8540-070-009,405,275,255,110000000331,1320,4000
225A8540-070-011,405,376,356,110000000331,1320,4000
225A8540-080-009,406,275,245,110000000331,1320,4000
225A8540-080-011,406,376,346,110000000331,1320,4000
225A8540-090-009,407,257,250,110000000331,1320,4000
225A8540-090-011,407,358,351,110000000331,1320,4000
225A8540-110-009,408,257,250,110000000331,1320,4000
225A8540-110-011,408,358,351,110000000331,1320,4000
225A8550-010-007-0,409,746,566,110000000331,1320,4000
225A8550-010-007-1,409,746,566,110000000331,1320,4000
225A8550-010-009-0,409,645,465,110000000331,1320,4000
225A8550-010-009-1,409,645,465,110000000331,1320,4000
225A8550-020-007-0,410,566,426,110000000331,1320,4000
225A8550-020-007-1,410,566,426,110000000331,1320,4000
225A8550-020-009-0,410,465,325,110000000331,1320,4000
225A8550-020-009-1,410,465,325,110000000331,1320,4000
225A8550-030-007-0,411,566,476,110000000331,1320,4000
225A8550-030-007-1,411,566,476,110000000331,1320,4000
225A8550-030-009-0,411,465,375,110000000331,1320,4000
225A8550-030-009-1,411,465,375,110000000331,1320,4000
225A8550-040-007-0,412,776,566,110000000331,1320,4000
225A8550-040-007-1,412,776,566,110000000331,1320,4000
225A8550-040-009-0,412,675,465,110000000331,1320,4000
225A8550-040-009-1,412,675,465,110000000331,1320,4000
225A8550-050-007,413,1846,776,110000000331,1320,4000
225A8550-050-009,413,1745,675,110000000331,1320,4000
225A8550-060-007,414,1846,756,110000000331,1320,4000
225A8550-060-009,414,1745,655,110000000331,1320,4000
225A8550-070-007,415,1846,756,110000000331,1320,4000
225A8550-070-009,415,1745,655,110000000331,1320,4000
225A8550-080-007,416,1846,776,110000000331,1320,4000
225A8550-080-009,416,1745,675,110000000331,1320,4000
225A8550-090-007-0,417,746,346,110000000331,1320,4000
225A8550-090-007-1,417,746,346,110000000331,1320,4000
225A8550-090-009-0,417,645,245,110000000331,1320,4000
225A8550-090-009-1,417,645,245,110000000331,1320,4000
225A8550-110-007-0,418,426,346,110000000331,1320,4000
225A8550-110-007-1,418,426,346,110000000331,1320,4000
225A8550-110-009-0,418,325,245,110000000331,1320,4000
225A8550-110-009-1,418,325,245,110000000331,1320,4000
225A8550-120-007-0,419,476,346,110000000331,1320,4000
225A8550-120-007-1,419,476,346,110000000331,1320,4000
225A8550-120-009-0,419,375,245,110000000331,1320,4000
225A8550-120-009-1,419,375,245,110000000331,1320,4000
225A8550-130-007-0,420,776,346,110000000331,1320,4000
225A8550-130-007-1,420,776,346,110000000331,1320,4000
225A8550-130-009-0,420,675,245,110000000331,1320,4000
225A8550-130-009-1,420,675,245,110000000331,1320,4000
225A8560-010-007-0,421,822,742,110000000331,1320,4000
225A8560-010-007-1,421,822,742,110000000331,1320,4000
225A8560-010-009-0,421,695,615,110000000331,1320,4000
225A8560-010-009-1,421,695,615,110000000331,1320,4000
225A8560-020-007,422,682,672,110000000331,1320,4000
225A8560-020-009,422,555,545,110000000331,1320,4000
225A8560-020-008,422,682,672,110000000331,1320,4000
225A8560-020-010,422,555,545,110000000331,1320,4000
225A8560-030-007-0,423,1462,822,110000000331,1320,4000
225A8560-030-007-1,423,1462,822,110000000331,1320,4000
225A8560-030-009-0,423,1335,695,110000000331,1320,4000
225A8560-030-009-1,423,1335,695,110000000331,1320,4000
225A8560-090-007-0,424,757,257,110000000331,1320,4000
225A8560-090-007-1,424,757,257,110000000331,1320,4000
225A8560-110-009-0,425,735,445,110000000331,1320,4000
225A8560-110-009-1,425,735,445,110000000331,1320,4000
225A8560-110-011-0,425,836,546,110000000331,1320,4000
225A8560-110-011-1,425,836,546,110000000331,1320,4000
225A8560-120-009-0,426,905,265,110000000331,1320,4000
225A8560-120-009-1,426,905,265,110000000331,1320,4000
225A8560-120-011-0,426,1006,366,110000000331,1320,4000
225A8560-120-011-1,426,1006,366,110000000331,1320,4000
225A8560-130-009,427,1020,245,110000000331,1320,4000
225A8560-130-011,427,1121,346,110000000331,1320,4000
225A8560-140-009,428,1120,285,110000000331,1320,4000
225A8560-140-011,428,1221,386,110000000331,1320,4000
225A8560-150-009,429,875,275,110000000331,1320,4000
225A8560-150-011,429,976,376,110000000331,1320,4000
225A8560-160-009,430,1215,260,110000000331,1320,4000
225A8560-160-011,430,1316,361,110000000331,1320,4000
225A8560-170-009-0,431,1225,250,110000000331,1320,4000
225A8560-170-009-1,431,1225,250,110000000331,1320,4000
225A8560-170-011-0,431,1326,351,110000000331,1320,4000
225A8560-170-011-1,431,1326,351,110000000331,1320,4000
225A8560-230-009,432,1020,245,110000000331,1320,4000
225A8560-230-011,432,1121,346,110000000331,1320,4000
225A8560-240-009,433,1120,285,110000000331,1320,4000
225A8560-240-011,433,1221,386,110000000331,1320,4000
225A8560-250-009,434,1180,265,110000000331,1320,4000
225A8560-250-011,434,1281,366,110000000331,1320,4000
225A8560-260-009,435,1215,270,110000000331,1320,4000
225A8560-260-011,435,1316,371,110000000331,1320,4000
225A8560-350-009,436,335,275,110000000331,1320,4000
225A8560-350-011,436,436,376,110000000331,1320,4000
225A8570-010-007,437,702,582,110000000331,1320,4000
225A8570-010-009,437,575,455,110000000331,1320,4000
225A8570-020-007,438,812,722,110000000331,1320,4000
225A8570-020-009,438,685,595,110000000331,1320,4000
225A8570-030-007,439,812,792,110000000331,1320,4000
225A8570-030-009,439,685,665,110000000331,1320,4000
225A8570-050-007-0,440,1362,812,110000000331,1320,4000
225A8570-050-007-1,440,1362,812,110000000331,1320,4000
225A8570-050-009-0,440,1235,685,110000000331,1320,4000
225A8570-050-009-1,440,1235,685,110000000331,1320,4000
225A8570-070-007,441,1252,642,110000000331,1320,4000
225A8570-070-009,441,1125,515,110000000331,1320,4000
225A8570-080-007-0,442,1082,642,110000000331,1320,4000
225A8570-080-007-1,442,1082,642,110000000331,1320,4000
225A8570-080-009-0,442,955,515,110000000331,1320,4000
225A8570-080-009-1,442,955,515,110000000331,1320,4000
225A8570-090-007-0,443,1222,802,110000000331,1320,4000
225A8570-090-007-1,443,1222,802,110000000331,1320,4000
225A8570-090-007-2,443,1222,802,110000000331,1320,4000
225A8570-090-007-3,443,1222,802,110000000331,1320,4000
225A8570-090-009-0,443,1095,675,110000000331,1320,4000
225A8570-090-009-1,443,1095,675,110000000331,1320,4000
225A8570-090-009-2,443,1095,675,110000000331,1320,4000
225A8570-090-009-3,443,1095,675,110000000331,1320,4000
225A8570-110-007,444,702,672,110000000331,1320,4000
225A8570-110-009,444,575,545,110000000331,1320,4000
225A8570-130-007,445,702,512,110000000331,1320,4000
225A8570-130-009,445,575,385,110000000331,1320,4000
225A8570-150-007,446,642,552,110000000331,1320,4000
225A8570-150-009,446,515,425,110000000331,1320,4000
225A8570-170-007,447,1252,642,110000000331,1320,4000
225A8570-170-009,447,1125,515,110000000331,1320,4000
225A8570-210-007,448,637,257,110000000331,1320,4000
225A8570-230-007,449,1297,257,110000000331,1320,4000
225A8570-250-007-0,450,1377,337,110000000331,1320,4000
225A8570-250-007-1,450,1377,337,110000000331,1320,4000
225A8570-250-007-2,450,1377,337,110000000331,1320,4000
225A8570-270-007-0,451,757,257,110000000331,1320,4000
225A8570-270-007-1,451,757,257,110000000331,1320,4000
225A8570-270-007-2,451,757,257,110000000331,1320,4000
225A8570-270-007-3,451,757,257,110000000331,1320,4000
225A8570-270-007-4,451,757,257,110000000331,1320,4000
225A8570-290-007-0,452,557,257,110000000331,1320,4000
